parent,run_id,task,stratum,n_children,n_artifacts,n_silent,artifact_coverage,policy,picked,picked_pool_n,top1_expected,raw_regret,rank_expected,observed_low_stage_wall_s,full_eval_count,historical_all_full_runtime_s,cost_restart_exact_s,cost_continue_exact_s,cost_ratio_restart_exact,cost_ratio_continue_exact
denoising-dirty-documents__033f1f41cef04bd590777cae52380df8,cards_senior_0731.jsonl:13,denoising-dirty-documents,easy,2,0,2,0.0,full_self_report_complete,denoising-dirty-documents__13f0395b31ec47c6a4f8116b12e3ce63,1,1.0,0.0,1,240.4,2,7910.258288726211,7910.258288726211,7910.258288726211,1.0,1.0
denoising-dirty-documents__033f1f41cef04bd590777cae52380df8,cards_senior_0731.jsonl:13,denoising-dirty-documents,easy,2,0,2,0.0,sub120_available,denoising-dirty-documents__13f0395b31ec47c6a4f8116b12e3ce63|denoising-dirty-documents__823936b3bbff49418a2f507faded41af,2,0.5,0.032529999999999996,1.5,240.4,0,7910.258288726211,240.4,240.4,0.030390916607947027,0.030390916607947027
denoising-dirty-documents__033f1f41cef04bd590777cae52380df8,cards_senior_0731.jsonl:13,denoising-dirty-documents,easy,2,0,2,0.0,artifact120_escalate_silent,denoising-dirty-documents__13f0395b31ec47c6a4f8116b12e3ce63,1,1.0,0.0,1,240.4,2,7910.258288726211,8150.65828872621,7910.65828872621,1.030390916607947,1.0000505672489317
denoising-dirty-documents__4cb4122fb9814bf884cdafecf62298e9,cards_senior_0804.jsonl:23,denoising-dirty-documents,easy,2,0,2,0.0,random,denoising-dirty-documents__3f15dea796044d05a16fd6e273d740d8|denoising-dirty-documents__ec6f4762e28d40baaf94ee6b6664a820,2,0.5,0.08098999999999998,1.5,240.3,0,5440.142480649054,0.0,0.0,0.0,0.0
denoising-dirty-documents__4cb4122fb9814bf884cdafecf62298e9,cards_senior_0804.jsonl:23,denoising-dirty-documents,easy,2,0,2,0.0,full_external,denoising-dirty-documents__3f15dea796044d05a16fd6e273d740d8,1,1.0,0.0,1,240.3,2,5440.142480649054,5440.142480649054,5440.142480649054,1.0,1.0
denoising-dirty-documents__4cb4122fb9814bf884cdafecf62298e9,cards_senior_0804.jsonl:23,denoising-dirty-documents,easy,2,0,2,0.0,full_self_report_available,denoising-dirty-documents__3f15dea796044d05a16fd6e273d740d8,1,1.0,0.0,1,240.3,2,5440.142480649054,5440.142480649054,5440.142480649054,1.0,1.0
denoising-dirty-documents__4cb4122fb9814bf884cdafecf62298e9,cards_senior_0804.jsonl:23,denoising-dirty-documents,easy,2,0,2,0.0,sub120_available,denoising-dirty-documents__3f15dea796044d05a16fd6e273d740d8|denoising-dirty-documents__ec6f4762e28d40baaf94ee6b6664a820,2,0.5,0.08098999999999998,1.5,240.3,0,5440.142480649054,240.3,240.3,0.044171637205231845,0.044171637205231845
denoising-dirty-documents__4cb4122fb9814bf884cdafecf62298e9,cards_senior_0804.jsonl:23,denoising-dirty-documents,easy,2,0,2,0.0,artifact120_escalate_silent,denoising-dirty-documents__3f15dea796044d05a16fd6e273d740d8,1,1.0,0.0,1,240.3,2,5440.142480649054,5680.442480649054,5440.442480649054,1.0441716372052319,1.0000551456144884
denoising-dirty-documents__6dd95edcab0e45559bb741b08b038a76,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,2,0.0,random,denoising-dirty-documents__3ad8b9e4925d4292bdca3ed8183feb67|denoising-dirty-documents__b866c25ad23841308fad35ae81f27a90,2,0.5,0.001899999999999999,1.5,240.3,0,10472.243616238236,0.0,0.0,0.0,0.0
denoising-dirty-documents__6dd95edcab0e45559bb741b08b038a76,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,2,0.0,full_external,denoising-dirty-documents__3ad8b9e4925d4292bdca3ed8183feb67,1,1.0,0.0,1,240.3,2,10472.243616238236,10472.243616238236,10472.243616238236,1.0,1.0
denoising-dirty-documents__6dd95edcab0e45559bb741b08b038a76,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,2,0.0,full_self_report_available,denoising-dirty-documents__3ad8b9e4925d4292bdca3ed8183feb67,1,1.0,0.0,1,240.3,2,10472.243616238236,10472.243616238236,10472.243616238236,1.0,1.0
denoising-dirty-documents__6dd95edcab0e45559bb741b08b038a76,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,2,0.0,full_self_report_complete,denoising-dirty-documents__3ad8b9e4925d4292bdca3ed8183feb67,1,1.0,0.0,1,240.3,2,10472.243616238236,10472.243616238236,10472.243616238236,1.0,1.0
denoising-dirty-documents__6dd95edcab0e45559bb741b08b038a76,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,2,0.0,sub120_available,denoising-dirty-documents__3ad8b9e4925d4292bdca3ed8183feb67|denoising-dirty-documents__b866c25ad23841308fad35ae81f27a90,2,0.5,0.001899999999999999,1.5,240.3,0,10472.243616238236,240.3,240.3,0.022946372220313076,0.022946372220313076
denoising-dirty-documents__6dd95edcab0e45559bb741b08b038a76,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,2,0.0,artifact120_escalate_silent,denoising-dirty-documents__3ad8b9e4925d4292bdca3ed8183feb67,1,1.0,0.0,1,240.3,2,10472.243616238236,10712.543616238236,10472.543616238236,1.022946372220313,1.00002864715633
denoising-dirty-documents__ced9b66826334e169b3a6f5ed4e19ef7,cards_senior_0727.jsonl:11,denoising-dirty-documents,easy,2,0,2,0.0,random,denoising-dirty-documents__2777b9434e904072953a89a92373797d|denoising-dirty-documents__63efdaf0641947afad86fb6012c1752d,2,0.5,0.40197000000000005,1.5,3.5,0,964.5409694686532,0.0,0.0,0.0,0.0
denoising-dirty-documents__ced9b66826334e169b3a6f5ed4e19ef7,cards_senior_0727.jsonl:11,denoising-dirty-documents,easy,2,0,2,0.0,full_external,denoising-dirty-documents__2777b9434e904072953a89a92373797d,1,1.0,0.0,1,3.5,2,964.5409694686532,964.5409694686532,964.5409694686532,1.0,1.0
denoising-dirty-documents__ced9b66826334e169b3a6f5ed4e19ef7,cards_senior_0727.jsonl:11,denoising-dirty-documents,easy,2,0,2,0.0,full_self_report_available,denoising-dirty-documents__2777b9434e904072953a89a92373797d,1,1.0,0.0,1,3.5,2,964.5409694686532,964.5409694686532,964.5409694686532,1.0,1.0
denoising-dirty-documents__ced9b66826334e169b3a6f5ed4e19ef7,cards_senior_0727.jsonl:11,denoising-dirty-documents,easy,2,0,2,0.0,sub120_available,denoising-dirty-documents__2777b9434e904072953a89a92373797d|denoising-dirty-documents__63efdaf0641947afad86fb6012c1752d,2,0.5,0.40197000000000005,1.5,3.5,0,964.5409694686532,3.5,3.5,0.0036286690879787946,0.0036286690879787946
denoising-dirty-documents__ced9b66826334e169b3a6f5ed4e19ef7,cards_senior_0727.jsonl:11,denoising-dirty-documents,easy,2,0,2,0.0,artifact120_escalate_silent,denoising-dirty-documents__2777b9434e904072953a89a92373797d,1,1.0,0.0,1,3.5,2,964.5409694686532,968.0409694686532,728.0409694686532,1.0036286690879788,0.75480564591229
denoising-dirty-documents__dee39489ceb240ffabbd9e9f3e2deb47,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,2,0.0,random,denoising-dirty-documents__5549e4182535479794bbe510d212e280|denoising-dirty-documents__9ae54f31fa5043d6bf6288f9b2b031c2,2,0.5,0.0024399999999999995,1.5,240.3,0,3548.303095214069,0.0,0.0,0.0,0.0
denoising-dirty-documents__dee39489ceb240ffabbd9e9f3e2deb47,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,2,0.0,full_external,denoising-dirty-documents__9ae54f31fa5043d6bf6288f9b2b031c2,1,1.0,0.0,1,240.3,2,3548.303095214069,3548.303095214069,3548.303095214069,1.0,1.0
denoising-dirty-documents__dee39489ceb240ffabbd9e9f3e2deb47,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,2,0.0,full_self_report_available,denoising-dirty-documents__9ae54f31fa5043d6bf6288f9b2b031c2,1,1.0,0.0,1,240.3,2,3548.303095214069,3548.303095214069,3548.303095214069,1.0,1.0
denoising-dirty-documents__dee39489ceb240ffabbd9e9f3e2deb47,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,2,0.0,full_self_report_complete,denoising-dirty-documents__9ae54f31fa5043d6bf6288f9b2b031c2,1,1.0,0.0,1,240.3,2,3548.303095214069,3548.303095214069,3548.303095214069,1.0,1.0
denoising-dirty-documents__dee39489ceb240ffabbd9e9f3e2deb47,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,2,0.0,sub120_available,denoising-dirty-documents__5549e4182535479794bbe510d212e280|denoising-dirty-documents__9ae54f31fa5043d6bf6288f9b2b031c2,2,0.5,0.0024399999999999995,1.5,240.3,0,3548.303095214069,240.3,240.3,0.06772251229724859,0.06772251229724859
denoising-dirty-documents__dee39489ceb240ffabbd9e9f3e2deb47,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,2,0.0,artifact120_escalate_silent,denoising-dirty-documents__9ae54f31fa5043d6bf6288f9b2b031c2,1,1.0,0.0,1,240.3,2,3548.303095214069,3788.603095214069,3548.603095214069,1.0677225122972487,1.0000845474560516
