card_id,code_sha256
aptos2019-blindness-detection__301b2674ba114995ad36ac3fc1e2c569,2adee89d1509fa1bcddeb2ccfd2a876e731d31f9def8939f6e98950740bcd174
aptos2019-blindness-detection__3141b088fbc94ef1a8000523a5214cb5,54e406826c3e8cd563fcac534bb1f8a8428e85c0560569274d0a817c0a30e049
aptos2019-blindness-detection__32b9be45cce248959e8f37c183044f60,235001ec9322b2c4e188a2bbc277a357044464fa32def403f173f593435bd05f
aptos2019-blindness-detection__35b73450d8fe4ad2813eafbe2128f96a,824bbcb8890aee22f1be403988f0e1198bd39a9e7531cd94328f2d6288a91f56
aptos2019-blindness-detection__3623896664eb40fea6d700a35eea795d,7ea08dc4a525b8793fd4f9f342b4f434f267000b1ba886512eddfa5545d3cadd
aptos2019-blindness-detection__376fc4ae37454b1fa0921c313f5d9863,c99c5b13c072a94f772c40f71a9ca2dfb9de2d7cbfb567f5838bd721221d5739
aptos2019-blindness-detection__3789c588869147f4ba7a64d6dcb8d6b1,c233b83253dc2850642f93605ef2d25515e36b698a388b5a8a989dd8c7665d3d
aptos2019-blindness-detection__37d20fee773f4eca83b2f4c6722464ac,772b3ecfa5887ae101a4d86da254cbe2f3440e6c5f2db4d26f6a45cb83b8520d
aptos2019-blindness-detection__3c8328eb424c4c43a8207a4740e757ec,78bc9a6c45736f1c4d1d2632d481053d79722bb2cf9c26369fb5a8ac050b886b
aptos2019-blindness-detection__3cb96f0046cd43fa86cdae619aea6a7d,db93d6d34c30302e4931d9703ddb373679cb92083bc679c47b0737f5343ab271
aptos2019-blindness-detection__3f95f2ef59484355870391b85f1e7af3,e33c49bd5a28097d743bc700bbba00b2707364f8a631b05c2198fcb37db13bd9
aptos2019-blindness-detection__3fbca6a59d4343be9dab5ec4fb6e9f29,d6c55b681e3644a279d0067f496fdda575eba0d712d2bd6702336af524d457e6
aptos2019-blindness-detection__41c89580d5314eb8a1db64f91a3371c5,cf93a328932f3d3fd8ee3bc1eea0556691f8236d41fc19aa2b9a8448ade341f3
aptos2019-blindness-detection__42076f30966f44fc86eee98f7b6e35f6,7bc0dcc32c4f64451647c36b1b9c0966ffd547991c3dc60cab32175563e95f5f
aptos2019-blindness-detection__44e58cc6b530491f8f953e7b2404518f,3e35083416c914a55d74422c69d6e257074d0989c85adb73fd88a9dae68ad22a
aptos2019-blindness-detection__48766d9d76324783bbb968efee7f4bc3,9a4f95491491935f145c4117053e47d31688ae15e2539d9efb88239f8f446b3c
aptos2019-blindness-detection__487cb05ec3dc4469a3b9a27fd2a9dafd,a1f98f6e2ac7414d78d7b8c128dabb9d3310f08e397b5ffdb69972bb182b809d
aptos2019-blindness-detection__495c71a9e1274ceaa3606f812a9d9296,331c005ebc671949a34a9190ddcbde1dff36e4cfa84f361affb2acf75257517b
aptos2019-blindness-detection__497de083c10a4b85b1059533ebcbf7f4,199fad016c11bd38fed8454e2d4a6664d212e886151d9c011bf92cf2f79f0268
aptos2019-blindness-detection__4d0a9c0c51f04dbca6c4886d7be11c33,ec636b80afe24529ae4a0a872ef525ac086c2de196597d7b705e4fc273b1832e
aptos2019-blindness-detection__4d31ce9769bf4519a0991a91a653707c,97c4d7c8b0236f74ef9598f8f6ffe69c38e18b02f3440664a9e84689ed194ac3
aptos2019-blindness-detection__4e92252c78f1464dbeecd45cf93c978d,55ee3864f41b2809d5cc75890f01c09af3d7a8bb765a3982414344a26c9c30fb
aptos2019-blindness-detection__4ee4f6fe183b4e8facdd5449ea3d03e1,e8615dc2abbeb6925b48447cee722ebdfd67fab482e708ecf7505138296c612c
aptos2019-blindness-detection__4f4110eb4a1b4b25988e32815ade83a3,fc29ec7823139f2ed7003fa0d6477ab80b0034da9cfc025b3a4a1764b6bd9309
aptos2019-blindness-detection__51eab63676624a61a4f878319fa2dafa,9648d6a5f3672c57c6d5ef0228703579e9d57927cfa8b7604a17f89f6d707f7f
aptos2019-blindness-detection__53f3e1d390c04a878e58acdfe741dcc0,960c820d22f0553d7cd2b4c16ce615ce052260ae96c12e99a227822ee956f3e4
aptos2019-blindness-detection__556f11b947c34f4893b2131620335447,0c3a1b66dba12f7c4e9b0cffe7854e80e6e06963e8bc2379c420e5d3853e9c64
aptos2019-blindness-detection__55e9fa25556148d9ad191268e9a55411,ad84d58cd5b1adc963b06579282ef7870beeecaeaf046ebcd4a369fa4bb16c3e
aptos2019-blindness-detection__5622fc47d22c423ba1496f6c4be2d9c8,5d27e98c12ae1522a5b1b16e63e066adb938464d28c38f3641c4fd6f55ad6eaa
aptos2019-blindness-detection__566086d0c6bf4930a96066a727d802a5,1f88184e002b436d6637ea8000d00d565bc853604064ad561819fc6340bf832b
aptos2019-blindness-detection__5b1ffdeac6f34d4c936a7bf6f37d5a08,c5f7bb2d5c96866aa353cbf42d63b4d79e61eb54d38aa6f0c0e0f2f86f2df254
aptos2019-blindness-detection__5ba427549a70461db4c88e77b092a845,15572fefa971b570f33c82d284f2ff5a40e12f769f1b21aadf275939a5983167
aptos2019-blindness-detection__5c27f9da52ee4712a25e8550992600ed,f1646e07804719dfbf7bccce729d0ca74694156b3e9214c9d39a1225317de109
aptos2019-blindness-detection__5ced81221eca4a61a060580ba78f939c,69385a95e39836511d02232cd2c36ec20f25d24d2f9a61990e707f2c631f2902
aptos2019-blindness-detection__5d2d163173cd4ac69154fe30b7d0eeb9,a680b2edc8094b14bd730aad773b14b6461ad0ff43fd8fc84b118fb018f1501e
aptos2019-blindness-detection__5de26c435a22431bb6a05b30e8bb877a,0b1123622809195ef857d5238120937f95dc73f58570d8e6dfba30c9f8e239b5
aptos2019-blindness-detection__5e7138901550497f8905688359398c23,84bf5416aaf83859170b11d96dd14827e9ebbdd1d0110b60c1ffee8d93677a9b
aptos2019-blindness-detection__5ea5c0d2e65e47699e9f71d7a58a942a,54b0a774f8b0b99557f942c36bad765926895877420775226feb87e2c6f0f3f0
aptos2019-blindness-detection__60e90591f81c4b74b4b2fc709baee1fd,3764e1d9fdde5464f9242739a6841d2cf7e82ce37925969b0b2f6a2de7d96387
aptos2019-blindness-detection__61dd2301b4cc42b4a72af46fe8834343,e13dd02559c15c4aaf82349a271c95adbcd87fa01613b21fdb050a7be2c05284
aptos2019-blindness-detection__62b0eb231987426088119418880e5616,7d93dd7b376b0c4f6feb3281a95fc71377bc3804ad456e8d26d793b1b63cefe3
aptos2019-blindness-detection__64525672cf834a1e83d556a58f88bff8,8ff22868969c32aee2d95a97d56de4e79f0f8581cf8169bc0c95db560adf0e57
aptos2019-blindness-detection__64d0876c8e9b4dc6b654f9f84257bf73,7e992fc5c7d934b7b13754b78a3bde3c98f98d1f0d8416bc3d90acc906caf304
aptos2019-blindness-detection__655f7310d8304de9a0544160c6a79151,18f6e11b2a08c7a6ffe6bfc00e4f0220b0c824287777c89699cf20b7aef0d8b0
aptos2019-blindness-detection__6831ecf58f56434c8938af19042b2f7e,d2cb05707a20b88085c80bf3b607461059f2cf2c382b938a961f0fd5abfd9501
aptos2019-blindness-detection__6836dfcc9b9346a99fce7773f8b29449,0dd60e986e7e7a985831634c0961bf77e84ecd7c15b5457049f1101faff512c7
aptos2019-blindness-detection__6883c7761a514663a294738730ed173e,747cb0d97ff1f93f1f70af4b55d7a5fc2f15507c12c20cfd430329299bceff35
aptos2019-blindness-detection__690cd271ddb043b2a0aa32161c9a83ef,3d8a3ae36b400d86d982cca21c79df124926c392a064c967b0ab9a6bb06ac08d
aptos2019-blindness-detection__6a7edb0a239a40ae8ad686178aba8479,fed9ffa6dbc38196d6e956cc3244fea327dffe26fb65d32c2c9971011ac81a13
aptos2019-blindness-detection__6bc78583453e4a4d8e5fbebe002ac27c,d3ebe68ff82688b52fa4460eda4fcca94de38e4e1d15494ca0a311119b0fbdad
aptos2019-blindness-detection__6d1100aa605b49ecb37d5fa124b826b8,0a9419eb9a67af3f3f18ecb1922402d4bb7f87b0735d8d0eabf56dcabc04d869
aptos2019-blindness-detection__6dbd1b1d539e48ab871516fd4fffd942,a1ec0d486ba87efd76526366cead817c67d01a423e190882684d24eb20ee9684
aptos2019-blindness-detection__6e50dba26b8449cfaae46ebf62dcaf96,28ddb6b148adfeaccd38ce96b990e3a7a1d370015913c5ef2938df16e2b960a9
aptos2019-blindness-detection__6f22c02fcd8e4e069d858159305c10e3,cfffe4c5293e555a22881636ca5aefe9929af8a2aee4c5c14ed410bbc405df83
aptos2019-blindness-detection__724e868151154107bb3435fd5b2f79e8,31122a4c17210506ac8a96864f8aae7264805a465b05245979f235e1ce02091c
aptos2019-blindness-detection__7262c22144bf4b95a620b586a9e8b00a,d494d8b7ff8466c5c5e2c5cc9a80852efb283d37f9ec695099db1a4fba3454fe
aptos2019-blindness-detection__733e88332d6d4118bbcc5d367eca6d17,250f08f6bcc1b9a5f25e4e1817d06a245d402cb1fb2828c7f6738e45ed8855ec
aptos2019-blindness-detection__747af382ef3d4e0a817023a134d57c6e,fc95ec4e3db5db3c0e97b12324d307e2bd16da2a79e17bba8c3efd17066ca072
aptos2019-blindness-detection__757867304a664e9b8b1f21338d9db55f,3dae99d204701072a1d69543c90ea413898c620124f42cd11e727c34f5e179e6
aptos2019-blindness-detection__763cbebef25945a4935a35d88ec9a718,29be94745ad9383da8558232e86f98c5c88fbdae895b8eecac42e8be62b940a1
aptos2019-blindness-detection__783b8c062e8e42fcbe06f168c0d0e3f0,75cca44da6f1e51d7b801bcf4a265f7b212f755f627e904f33b7f553cfbc95b8
aptos2019-blindness-detection__7959ad3cf63846e58c75164745575858,4aba4ef339dc7aefbc343018a4b4b39dbd6416134eb22d51fa5151eb5b9cd2cf
aptos2019-blindness-detection__7b85b256036b48c684533b171d58c0f8,c6685bcf4428f83422a0b6907f40f3803a7669eed5c74abb7c0345075ec3b2fa
aptos2019-blindness-detection__7f8b3ef353174f8f88f46c8194b80907,d1a39561caa89836983f8e27a7d23be50f5ed387a0c3149e747306a7b1768939
aptos2019-blindness-detection__7fbb16dc51c34130a2fde525b871b069,65b6011a003f6714716ec78975aaaaa3c6a7684d5c89d6e0c86940cc3208006c
aptos2019-blindness-detection__7fbdf1604295407cbfc0139f0a0ba2c3,4f682ab89f7ed658e3055dda8639f72ec26811c7d26d498426b4e04d5964c82d
aptos2019-blindness-detection__834448d5a8df49fcac519c4986bdba82,1e5067097248c776abc9901b942b00e9ae3d15ab49f7517d3eec614260a14def
aptos2019-blindness-detection__837b72c6f3514a5cbc5970d08ea33623,4a7f280c9f15f7c81d1e191d480b008cda375c02120e601169866bfe243591d3
aptos2019-blindness-detection__83f80329974f4954b54d019d889b6bd0,19fb015424d9c5b67af5e6cfad1fe71efc44483de8c3fdcb9d17a8a94a12bffd
aptos2019-blindness-detection__8633775e07f2427095c13560a29ecf9f,cd02763724cfe3059878098c5c8699b6dd4abb7b3036bff4f4204c445eeb8b3d
aptos2019-blindness-detection__86a6b7eeb9d741c8b9a59d4b0d9669fe,18a012390e320c4f681dd4bb07f00d7b26595ad4c8bd3f77168bf290226fa416
aptos2019-blindness-detection__890cb50d2d104ee8b0ee7b7b094f2f4e,86616ac34ac98573226834fb2afcd1796f6f989326207be7f79142a475a7d833
aptos2019-blindness-detection__8943e625082941b9814062749ad18f76,cd241881395f071739bfad4895f693e26db22c5c1b7f6f96c7c5afb8cc258356
aptos2019-blindness-detection__8955d9ca2a1c4d919f238911d7ed9a37,cc4acfa5e34dd23898df0d665823ea3e0022a60f86dcbe8e30c8bfb95136ad2e
aptos2019-blindness-detection__8d43342465cb4944832e67705c58f6ef,307192b0fbd0ecd371940205fccc053919952d1e4f9d27be588533bb834a4863
aptos2019-blindness-detection__8e923af7fe3c4871b12546c9efc57267,0989b0a255d34a96d4d258c5f56fabf300ed1514d8dfb15a0b45f699440ea84c
aptos2019-blindness-detection__911005d76cd74ce3b6e80251b5550c09,77edcafbe37668853771ea9fcd1ef6c21a8dc538a1ecabf7dc56fd37ce8ce4f8
aptos2019-blindness-detection__916e6a623abd47ab9d1222e49a2a70b0,d9e46ea40ed5a28aceecae21a9abc01ba6f8416863ce5ab8cea4a83c17921ec8
aptos2019-blindness-detection__92c062f2f2214a2bb19a7af2c8cb9ade,26f12a2cfcffa39eeb44e88257cee5cb3ad431caa9d32651b6d4b2e06edf51ea
aptos2019-blindness-detection__92df5b0b15b545dca5f903e330b5c26d,5b6e5cb24319b0a750a935506534f6e841faa2976e89875e7009a4b2e778939c
aptos2019-blindness-detection__93ea0e15cf6b432cab8f450fadc0d0ea,24b076ceb6c71138f4fb5a4f0f4785c227a86af60c578c4d62d1169e93771310
aptos2019-blindness-detection__9418dd34c2eb407294cc4aeaab4ea1d0,2db17a0b57c51d4689fa49eff786b3c4c16ebecafa2348a257d05d4c1a359e37
aptos2019-blindness-detection__94599c815bff43e887e0467dbf1ccc1d,5d08ffb8eee9c58ada3d813fdb383c73623ae5a3cdbffa0a6889dbb240b385e6
aptos2019-blindness-detection__9567fcaa4fbe419f93af82cfc42a5c7e,56364d60d02982dfee5d777dddd2f854313a0af7701cff5372ad12f5116278a3
aptos2019-blindness-detection__95a0f83ce1c841aeb9d50dd50933a497,3395a24cd353aa21cb81c7c0b250278cf2b4e162662a1b3acd10119200dc4359
aptos2019-blindness-detection__974af74278f7442cae034a044681e50a,6a98781232308c49db09e93c4676519e9fa47c9e541935d3a83ad349aa4674fb
aptos2019-blindness-detection__978ad5e0919d45d6bd8f34c34e03a4d6,90934ea0b586a220b21168d4486e11cafe21def2904a84ae15fe9c6315565ec2
aptos2019-blindness-detection__980362814e664f9f81f52cb5bf9fa740,7ae61106b77221ca2d2236abf5be0ac1a12ffa2a1c7d18ee287e220b0071a4da
aptos2019-blindness-detection__98ab5a96c99440a599f381eef5bc96e6,bd5f0a22addee30d4464347d357ca64dd1dc3a89eadfbcf8f9c015818f4bf988
aptos2019-blindness-detection__98e12a8f94a146d887ae9d367e8fe9a4,af89838e9d4b9eaa06ad59403c6304842883bc0f2bc72c9cd870a7480fa7f0ac
aptos2019-blindness-detection__9b2a494c3f794be58951a352a7eebb2e,6ad988a8a8330bd59aa9d936116d3b359527077614433f673b333da26492c969
aptos2019-blindness-detection__9f0f932a7ac64fd8a09f61b20c07a0c6,383aeb86677101f8dd76ea66c5ad8d6398863a2b87d28cbdebf5dbcd32ac3812
aptos2019-blindness-detection__a2269a608c5048d3a47731a84eed7985,e4e07598845ec9d499bf6122dc7ad133a121fbb6bbbb6b5e9ed5dcae32ba268c
aptos2019-blindness-detection__a2ab264ed7ba43b98f9f47fe6413ce09,f22c212f2e60f2e44f300facc7e0a8a93b009691bb56581829269d96a9d64f37
aptos2019-blindness-detection__a7167f094a1849ceae5d1cc0805dc14b,56769b6cff724e27e3f5572c6e95cfd1008f60506c4e958a9db2a247cc4c2c6c
aptos2019-blindness-detection__a7c24b4b456240b7bca440971a010685,382eaf15098264063759855dc348fb7cad88a86f256541a633db6e951090a2a1
aptos2019-blindness-detection__a8673386adbd42ea9310a74e0b69b21f,94ab99b1739124bb3d7b846f93e6ff7458296a53192a37b1a47668b31c40c6f4
aptos2019-blindness-detection__aae4d39a127e4aac8aa050959efbf367,f5c4f23b86bb19a27a8a59e0749129d73bbed491fe8189b3b2053a8ccb0e92a4
aptos2019-blindness-detection__b22e7989c4ae465c8c3b0f75f2ef14da,03fc8fbcd42093d538916c2f2c345402078b5c35916effbc0911f1dba0e50394
aptos2019-blindness-detection__b2a9ebaa76674d58b7862d9d2ad69603,87ba61e530f5a0523e807b6bc2a47d15df6993f6779141d78b831ecabd096b15
aptos2019-blindness-detection__b4964950be8a4111915ffacc06e9ffab,a16af6260c662c75b6e81a5d41c382fbdb408a0e7626c8e699ed09e8d5521e21
aptos2019-blindness-detection__b4bc5f85098e4992bc6c8d036b0a02c9,ba864426358bb0ab9a1e3cf39365b1d7f8019a3345d11c418918191699fdb068
aptos2019-blindness-detection__b7f3ed43193f4e83ba17939acb4d7670,bc8cc0623387c41fd840de6d5619cc9b06d9afe1e8481615a49525efe896d999
aptos2019-blindness-detection__b84d4373169547a788bdf9249a420b57,30e7d4cb07bd16e04974a649f1118f6e7d4bcd82624e1f407bec4ac96950bfc0
aptos2019-blindness-detection__b99010b9db684a2498206475f444eea2,87bfc996765fc2143e3e26404bad817993e24973576d4ac500f0cb54d68b1b76
aptos2019-blindness-detection__bda6291b230643758c17c033f8603b43,4d555d0991714f4ac362dcea4ae4e7ee079fcbd9734623baa8a1429a9e4441e3
aptos2019-blindness-detection__c0d025a7c6984800a91d1ee98e541fcc,e0d788b27e44755ec62dd807079d8dd011b0a0e3a46e3262789b5e461fff34c4
aptos2019-blindness-detection__c0e07e47f942449ba2c47eef4cee48d5,62acdb22217c22050ac33299d3f2b6b7249279a9a89d1f5bc75d012784c10cf1
aptos2019-blindness-detection__c28bd5270c0c462d92e15ea6b4ca7422,225cc82e6681efe49cae8cbc2ef6a45b3d89d7545774b2e9fae7ca23f7658b10
aptos2019-blindness-detection__c3602017c7e64ecbaddadbf0bfee5c2d,258babe04cfa3243f58ee41cf29e621fb977169dbe4a9eb9464f93460cb75cba
aptos2019-blindness-detection__c6f4af111bd24d4d825334e5cf7181ec,d8750f4815b9370a1d5c6d48a073ed3d41b24e222b3c070f5a8e464fcbbd5db1
aptos2019-blindness-detection__c7e1a42e79af4b56a67866fdfd7986b8,1135c7beae6c48d93fe874e1a91bd016b3a49d2b6d4dbfe37fd4dc0c70856f8a
aptos2019-blindness-detection__d18b05a2a2bc4f81900c8c30eb4eb4b7,a4fa0a286142874d74bc9e65fbed46f2c1de23972f3459820882c7c9649fa29e
aptos2019-blindness-detection__d340b8144aca41138123b415cffdea9a,9517d30731e65fe75a45605e5641101076e7b53a5c9a900cb999bc3e6e058855
aptos2019-blindness-detection__d3b33ad941fa456e8795c9af3e306709,7de3d178b4a6b524f886a1eafac9282cac24eb5d905da719560c0410f632fb49
aptos2019-blindness-detection__d5c4c24f98c34ef99178dff4ce5a26ae,dee53a32db7258aa3b67be2f91a9c4ba0a96aed1aca2df424a085093d9838254
aptos2019-blindness-detection__d6207c1efd3a4231b87230ffe1f5c48f,86a3b55d29406f9eed6f8794f0f2df68a78eb4d1b247b300a32393d7138983c5
aptos2019-blindness-detection__d65077f7004c4fc0838958f73dfb6c5e,37cd64a02723a8222d1587b44d8eeeea073e8420d4d7f0e18068b867403e4bcf
aptos2019-blindness-detection__d7d9e6aaecb54e429f152f94173f3cc1,c38c18da09d54bed9353452869b7b444d5932aaaf6ba6ce6646429a30cb30d00
aptos2019-blindness-detection__dad9c8dda925463aa3c0acad6776c565,ef6c9f377f9c209e60d663ca52febc7312a27f3c84759bbff043cfcc89a6d00d
aptos2019-blindness-detection__dd4404f2388645f1b1b161958ae5f826,96b53fc14488bc839e7648dea36e48bb5416a38a8b108fb8da0a6fcea3bcdbb7
aptos2019-blindness-detection__ddcae02bb2524f0c81ade1410b30a7cc,6dbddeb9e6af16b11e8ad7f556cd1f74c384c997a9011a9eab8a1c9a92a684aa
aptos2019-blindness-detection__e0a859e44294459f9c9ee3355437e5b0,1ec61af67808e40912e5fc8df47b7979951f3b5fcdfdb224b805bb786c0da3cc
aptos2019-blindness-detection__e36f43a1698f4f128c21cbedbc691296,c378cb3bf9e9c794d792fc59dc5e61219ec1ca53ef19d28862448bec337eb5ef
aptos2019-blindness-detection__e40bacbc01984226b8ffb3bce8f95cd5,5a78d21c6358c7c6de0f55c39424242d8e6f2614bd00abcf9031921dd406c4f0
aptos2019-blindness-detection__e5ed3e85e7424bfa9d73b72c5b4a94c3,95d8d59752755f3d7b80b2c03993848e34309c9b2be6601db40cedde3b1a5e6c
aptos2019-blindness-detection__e773173343a146fda097189a21e74842,99393898bad9223f3affeee6d258fe5652e0eae20bbe97b0e3b7bbcab7039376
aptos2019-blindness-detection__e8ed54eb1f0c416f96153afde055dd05,785f7a4cf3da424678dd85a372c97509d8d9716ae4b090c6f6bca49649b7b297
aptos2019-blindness-detection__eb3a671f15564d19a45452079516889c,71eac56e5040761eb90255783ace6f2dc9713f1bd8c7339d4a84389986569576
aptos2019-blindness-detection__eba0ae2f8c6e4ef59eb06809a7551fff,8be9a0fb8cfc4326de1e1b75f990b9373c03b0d7921e5dba8816e67bbe7258b8
aptos2019-blindness-detection__ec21152a8089477fbba1ba338caba4f9,870854b64634a9bc1bbfc17127744f7c84e3315a378f70cf24cfc54386579423
aptos2019-blindness-detection__ee0b5b0f50424293bdfd5c5fd82d279c,e11287940476e4d8765a16a70ee9399dbe69122401ea6916516ea8f2856d1a4b
aptos2019-blindness-detection__f2811fa445504df3bb3d5564186a066a,0fb466af5305d7f1fecaa90806906435addc41675d2830435dc6863beb24178c
aptos2019-blindness-detection__f58a86a5b94f4927839684dd15e8b9e3,35fb0ebab98c8440d40e177967970f8bdb7098dcb51a516c4148ffdc732a2083
aptos2019-blindness-detection__f7579ba514144f6a93b7a16a7f9f2ad9,abbb89f8c8be837affe718f6868275ea759b1349e9d1a8665ef614ac342c4199
aptos2019-blindness-detection__faad41d89a3d43efadf19ab74d1e29a0,807f0844a4bb9dd37c0f8b6998ab309f42e4dbb670b7c5cb2041d1aba380da66
aptos2019-blindness-detection__fb321bf934454bd1bc730da653272b7e,e1b0a88c0af22436af102d33827fcbf9ed50c1fd2e0f7520a5f3cde9132eeeef
aptos2019-blindness-detection__fb3c98c1011f44b58051b1f7388c5b8d,6645cd25fd36813b6953233e1a4bf8acb6e337a9123addccb6e12f1d9d3336cc
chaii-hindi-and-tamil-question-answering__001fbe34d2904fecad6c5a5e59651c2e,87615fa7af22411f45ef14d9d9e6d3327850ad34caf993e5399ae1c01367984e
chaii-hindi-and-tamil-question-answering__00dc51d7bc594cf5adcb6db9b0c49710,061e8fbdefd9f7feecc2830ff1fefb319381c3a627d505b420c440e1784924db
chaii-hindi-and-tamil-question-answering__00f6be6122584efd8115d6db58c9623d,6bf096ea942c1f8459ccb91c67baac98d10e5fd27fd396f0a2dfa333d856deb7
chaii-hindi-and-tamil-question-answering__011f61a61f2745798e9c7e53bae2e09e,084377b50f6d613a7c4a924f681c8f3bd3facefefe248aa21e9b1344350383aa
chaii-hindi-and-tamil-question-answering__01605efcd0d245b5833c7e62b5c0b575,f8b3806eef3b3cee08b013c28c7327ddd3d4ba1a1bf30ec05a2a8e1b34681b72
chaii-hindi-and-tamil-question-answering__01bae9b427464eca8ac19a4c6e4a6ef1,61c80c1b5869ffd1cab5c96fc0f45479096154071a1789e757268472595271c7
chaii-hindi-and-tamil-question-answering__020a9467153d4d55af9f31580485e637,45a944dbf53f16cfa68b7a9e77d56ef541168fa87e01d7333dcaa9d07a0c9dd3
chaii-hindi-and-tamil-question-answering__036ce55b7fe644c5a8270fc5d0e48de5,b7a60d24d77d3c960aecc3a32dca97d75575f621f408b5477ede81f995b7baf7
chaii-hindi-and-tamil-question-answering__03738091a1974c53a4a28cb2897861a0,750bf7082c0f1b150a3eae7c1ed5172968c2d43d4c3cd32a8370338731c642c4
