role,task,run_id_sha256,parent_sha256,source_children,finite_children,source_identity_available,missing_identity_children,certified_invalid_children,unknown_source_children,published_direct_relations,status_direct_relations,execution_only_direct_relations,published_transitive_relations,status_transitive_relations,execution_only_transitive_relations,published_top_set_size,status_top_set_size,execution_only_top_set_size,published_winner_identified,status_winner_identified,execution_only_winner_identified,newly_identified_by_status,newly_identified_execution_only
extension,aptos2019-blindness-detection,3cb17c591f4b6145a30b2685c2664bfaa31e0c70e42b1a8eeae3057c6fa64a6a,18e52a647cc943b3b3d1fc8be8d6722583da1d5439f06f87bbf6290859fd06cc,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,dogs-vs-cats-redux-kernels-edition,a352c48b91939960f1bf4112e88a6f1b034841e8a2fc12fa08a8d3a4cf157dbe,e40a73e0bdf269e8b6d53cc0b72ca5bcdf3e71d1d92b891aff910ebcc8f171d1,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,dogs-vs-cats-redux-kernels-edition,a352c48b91939960f1bf4112e88a6f1b034841e8a2fc12fa08a8d3a4cf157dbe,ee3ffa52b049b3ceda102ae383994383bc879e0aefbe9e46e22e3e736e811978,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,dogs-vs-cats-redux-kernels-edition,a352c48b91939960f1bf4112e88a6f1b034841e8a2fc12fa08a8d3a4cf157dbe,fb52e3f48fd9a5e850afc2ed27fd0af532e6956706995a3861bb28a56c2560fd,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,dogs-vs-cats-redux-kernels-edition,a352c48b91939960f1bf4112e88a6f1b034841e8a2fc12fa08a8d3a4cf157dbe,e05d6717a6f211aebe54e0713857e8a9877be49ac4ae19c73dce0f4f5b3a9fac,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,dogs-vs-cats-redux-kernels-edition,a352c48b91939960f1bf4112e88a6f1b034841e8a2fc12fa08a8d3a4cf157dbe,5c57f45cd9d4e0987f7422ac926fa5b8d552b1483b299aee188da608427f2746,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,histopathologic-cancer-detection,67457b74b6adc88ec269cb005e835df229545b7b84dbe85bb7080a738ee5e777,6f3857c46cc556671857873e049e6c5fd32da22b1e946d0c33153d5af64555fc,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,histopathologic-cancer-detection,67457b74b6adc88ec269cb005e835df229545b7b84dbe85bb7080a738ee5e777,97e06dfc5eeac8581bc98b59ca658adecc5bdbc4627ab281013dd62b8d701369,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,histopathologic-cancer-detection,67457b74b6adc88ec269cb005e835df229545b7b84dbe85bb7080a738ee5e777,8dcbcbe0a8115c0f19ce0723e85c2d35721c5ff63fc3b5d58380d4eb858fb2ee,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,histopathologic-cancer-detection,67457b74b6adc88ec269cb005e835df229545b7b84dbe85bb7080a738ee5e777,ae472bb119feb49881df642be93c6164f0a6b205a19a42c0012dff22ba8e0cab,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,histopathologic-cancer-detection,67457b74b6adc88ec269cb005e835df229545b7b84dbe85bb7080a738ee5e777,6c1748063737d8b526a90274c13f8f72b921e8388c487bf8aadef001e29e175a,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,leaf-classification,52664744e4c22ddda863e917f08e476bb2f9a4b921ee4fb1acf739c9cc718202,714ab2c7ff082595d07bbf8cbe8d2d9abb4e767406e166360ae68bdbdda325c2,3,3,True,0,0,0,3,3,3,3,3,3,1,1,1,True,True,True,False,False
extension,leaf-classification,52664744e4c22ddda863e917f08e476bb2f9a4b921ee4fb1acf739c9cc718202,4b3413397a9746066a611b81df9a04276731b985062baf0d3dc48719f688d77f,3,2,True,1,1,0,1,3,3,1,3,3,2,1,1,False,True,True,True,True
extension,leaf-classification,52664744e4c22ddda863e917f08e476bb2f9a4b921ee4fb1acf739c9cc718202,642e5fa95563db27fab021f55665059712e3e919b0495e052beb77568151b244,3,2,True,1,1,0,1,3,3,1,3,3,2,1,1,False,True,True,True,True
extension,leaf-classification,990413232ceef0eb756bd291d89fd908451ef92d85b4f1aa197d3e5cac04ae0d,c787442b304bf65ee40a973437255eb7b824639ba7f14e5ae9d026ddbd7325c3,3,2,True,1,1,0,1,3,3,1,3,3,2,1,1,False,True,True,True,True
extension,leaf-classification,990413232ceef0eb756bd291d89fd908451ef92d85b4f1aa197d3e5cac04ae0d,3d7f4499f45e2d4d96f0e79addb7f4d39150c48e5f528f3de4c6e4815655628f,3,2,True,1,1,0,1,3,3,1,3,3,2,1,1,False,True,True,True,True
extension,leaf-classification,52664744e4c22ddda863e917f08e476bb2f9a4b921ee4fb1acf739c9cc718202,448a127da5342971e59b770fce448758690c0f9497ed151a4de181e2d8545e14,3,3,True,0,0,0,3,3,3,3,3,3,1,1,1,True,True,True,False,False
extension,leaf-classification,990413232ceef0eb756bd291d89fd908451ef92d85b4f1aa197d3e5cac04ae0d,e829f84b3df7ef69a7f7f182cf54a44a69fe3e3b0dfa4f7c6edf7c34a65dd168,3,2,True,1,1,0,1,3,3,1,3,3,2,1,1,False,True,True,True,True
extension,leaf-classification,990413232ceef0eb756bd291d89fd908451ef92d85b4f1aa197d3e5cac04ae0d,b3cf28322453d883cbdf8a782e8849ec6ac9fc57d57f5161310692730b243d55,3,3,True,0,0,0,3,3,3,3,3,3,1,1,1,True,True,True,False,False
extension,leaf-classification,990413232ceef0eb756bd291d89fd908451ef92d85b4f1aa197d3e5cac04ae0d,4689040b7e599989062983c451cd51416325a6088f651ed8b3d420106d0be29b,3,2,True,1,1,0,1,3,3,1,3,3,2,1,1,False,True,True,True,True
extension,leaf-classification,52664744e4c22ddda863e917f08e476bb2f9a4b921ee4fb1acf739c9cc718202,f05a57a867428198d208ede153a4696ae2542d1afc85bd12583d8945c3baab03,3,3,True,0,0,0,3,3,3,3,3,3,1,1,1,True,True,True,False,False
extension,leaf-classification,52664744e4c22ddda863e917f08e476bb2f9a4b921ee4fb1acf739c9cc718202,f421f113a02890be4e60c31d513bf76982d1593616d260f9aa5480df8e6c8366,3,3,True,0,0,0,3,3,3,3,3,3,1,1,1,True,True,True,False,False
extension,leaf-classification,52664744e4c22ddda863e917f08e476bb2f9a4b921ee4fb1acf739c9cc718202,09a520464c11a2345f0f847c3268131e061feb3d37e8d07a1c6e59d067cb3981,3,3,True,0,0,0,3,3,3,3,3,3,1,1,1,True,True,True,False,False
extension,leaf-classification,52664744e4c22ddda863e917f08e476bb2f9a4b921ee4fb1acf739c9cc718202,9fe898b4b81da48d5334a3d3a3ccab6393697e3e8e91c6aff9dd68714bea9c86,3,3,True,0,0,0,3,3,3,3,3,3,1,1,1,True,True,True,False,False
extension,leaf-classification,52664744e4c22ddda863e917f08e476bb2f9a4b921ee4fb1acf739c9cc718202,440c67e68766c08bd6bb371f4a19b7409caec47c26c3a7de6a09ad7e979d17e3,3,2,True,1,1,0,1,3,1,1,3,1,2,1,2,False,True,False,True,False
extension,leaf-classification,990413232ceef0eb756bd291d89fd908451ef92d85b4f1aa197d3e5cac04ae0d,2b8e9b9fa28ff44cb45220a077151ce00763ce9ee18b05818060d7759db9cef1,3,2,True,1,1,0,1,3,3,1,3,3,2,1,1,False,True,True,True,True
extension,leaf-classification,52664744e4c22ddda863e917f08e476bb2f9a4b921ee4fb1acf739c9cc718202,2b8df4784abdc70a65d9df546d5ed269cbe6cf43129ce63cdfdf9e9bc5863f1f,3,3,True,0,0,0,3,3,3,3,3,3,1,1,1,True,True,True,False,False
extension,leaf-classification,52664744e4c22ddda863e917f08e476bb2f9a4b921ee4fb1acf739c9cc718202,2902cd90e1385ee98e0ac54a79a1948959d2614b12d76002c032a296c53492b5,3,3,True,0,0,0,3,3,3,3,3,3,1,1,1,True,True,True,False,False
extension,leaf-classification,52664744e4c22ddda863e917f08e476bb2f9a4b921ee4fb1acf739c9cc718202,b33e2037cae0cf9fdcfc18c838df31c01bf64f9218a16bad5022b0d10b5ccedd,3,2,True,1,1,0,1,3,3,1,3,3,2,1,1,False,True,True,True,True
extension,leaf-classification,52664744e4c22ddda863e917f08e476bb2f9a4b921ee4fb1acf739c9cc718202,f2d3463711ad0a0179bfeb4d959bb483c5aeefc65183a31960a5cea700ddc05a,3,3,True,0,0,0,3,3,3,3,3,3,1,1,1,True,True,True,False,False
extension,leaf-classification,990413232ceef0eb756bd291d89fd908451ef92d85b4f1aa197d3e5cac04ae0d,d770298e2194472f35a117e9149022ddc37c7c6aeddca48e16b596f9f7ab7525,3,2,True,1,1,0,1,3,3,1,3,3,2,1,1,False,True,True,True,True
extension,learning-agency-lab-automated-essay-scoring-2,6abdaa5a8be17e5ea264904483ad7ecf893c20440cbf6586e65e22af7533dfb1,49b51d676011c9924b059297cca06c86f68e5b40335391d2fbe151ea015a0546,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,learning-agency-lab-automated-essay-scoring-2,71bcff582bb0de8711d8651a6a00bfacfd8063795dd11dee8bc5ab6f3f625272,2f125eac106015984a72aa3e04a8031e50e8b81ad8877183b11c71657fc81990,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,learning-agency-lab-automated-essay-scoring-2,6abdaa5a8be17e5ea264904483ad7ecf893c20440cbf6586e65e22af7533dfb1,3546f5f98e18a738b396f926133fc65fe41ae21ef1f12c9994db93ff93b18e20,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,29eed35c838bc2686cea45def0057eeed2d2f115bb67bd6c978cf2b1fcd47301,de8db34dc78a53b5bf1ea99edd797e54de6a1838807e14ebaf31653eb53bc712,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,b9529c64e5933e67d9ab5586db5621a76b2556ccf3cf07c92508bd1fe9fe66c7,71677513568d69026428d7cdb03aedb14c9a3183a4b3154d9a951100988058d4,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,29eed35c838bc2686cea45def0057eeed2d2f115bb67bd6c978cf2b1fcd47301,e54465e0b2b3c84265e71ec1393c4ccdeb13c71afebbe8182be3f7c552defcca,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,7dbfc9f0fac4efff1eecb9b987cd3824395d0bfcc22da27732595da829d4275d,33d103a637961e3fdc0db58cf08775e07c9f1b41c348f70a05195add7ebdd730,3,3,True,0,0,0,3,3,3,3,3,3,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,b9529c64e5933e67d9ab5586db5621a76b2556ccf3cf07c92508bd1fe9fe66c7,ee66a538ab056023c130b9b77dd2d663bad5d140bf6032670d947af55efa3d85,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,b9529c64e5933e67d9ab5586db5621a76b2556ccf3cf07c92508bd1fe9fe66c7,d0b32d053b306d59de53407445a4d31448c606f6f1f861b2500c218cc75ba434,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,b9529c64e5933e67d9ab5586db5621a76b2556ccf3cf07c92508bd1fe9fe66c7,93bd1ed6e91121ce8cec262b246d8e98b09d32cd6be1e27cfc89b50dbbfe4ae6,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,b9529c64e5933e67d9ab5586db5621a76b2556ccf3cf07c92508bd1fe9fe66c7,cba7991d9a14fa770e8fabecd59f81276c3b61e9e23c2946bc4f1c6e257828e7,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,b9529c64e5933e67d9ab5586db5621a76b2556ccf3cf07c92508bd1fe9fe66c7,6a6a798cd3b5a978fd4b7cbd2cdc3e1f012a5399ab4d78e162cc330f7f0634ba,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,29eed35c838bc2686cea45def0057eeed2d2f115bb67bd6c978cf2b1fcd47301,16a2fee0b9f691ad8892207bc5d1759567d6d3ad7d1fed7c7c048eb8b93eda9a,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,b9529c64e5933e67d9ab5586db5621a76b2556ccf3cf07c92508bd1fe9fe66c7,334a59adff156bd472b6e93d2b142b2f823e24d5671a639c20700c6d34ce637e,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,29eed35c838bc2686cea45def0057eeed2d2f115bb67bd6c978cf2b1fcd47301,4b355bcb9b16cebf9f0a1a9d925e0a44edcc30584cdbff56a66177efb7898ef2,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,b9529c64e5933e67d9ab5586db5621a76b2556ccf3cf07c92508bd1fe9fe66c7,a37b4a9b8a7e0e2e1eb49dce30d80a6cbea264246392e9c27bd993fbc34668f7,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,b9529c64e5933e67d9ab5586db5621a76b2556ccf3cf07c92508bd1fe9fe66c7,6b8693a63c7df146bf11ccc9df0369142a709de0abfbc9b282ad3d397bed4ee5,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,b9529c64e5933e67d9ab5586db5621a76b2556ccf3cf07c92508bd1fe9fe66c7,90ceeacf7a4b9d4ccbdab742245bb2ec208f1b7557680959abcbad4b1c5bb7cb,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,b9529c64e5933e67d9ab5586db5621a76b2556ccf3cf07c92508bd1fe9fe66c7,9cb91afb51b278f0755bc2806cf81ce1abe49880fcfbe47bf3a5ab89a63790e3,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,b9529c64e5933e67d9ab5586db5621a76b2556ccf3cf07c92508bd1fe9fe66c7,ab506d5578cdc34187e65a0c7f7842bba7f83ff74e0103a2dc8f954609a89eb0,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,29eed35c838bc2686cea45def0057eeed2d2f115bb67bd6c978cf2b1fcd47301,29183577d8963b3f5c397ebeb483cd8195a5f588353de68be9be6c142124a05e,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,b9529c64e5933e67d9ab5586db5621a76b2556ccf3cf07c92508bd1fe9fe66c7,0e9aaa3bb0daa84e65502e4c5c5cff9ab77c8d7cb67d32cd51b7288d3fc78d3d,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,29eed35c838bc2686cea45def0057eeed2d2f115bb67bd6c978cf2b1fcd47301,5f18f026c0ceed8f6ab45d9a6c2ad2494dd8cfb51b5067fbb8ed4736cf487a87,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,29eed35c838bc2686cea45def0057eeed2d2f115bb67bd6c978cf2b1fcd47301,ff554287dff722cfc8d91af0e053a66294ecefe1d0a8f70320fb84c7d9ecb5e4,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,b9529c64e5933e67d9ab5586db5621a76b2556ccf3cf07c92508bd1fe9fe66c7,ee316e8279045228d7d8624c970d2d4e9d8880c480fd14714726aef120124dcf,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,29eed35c838bc2686cea45def0057eeed2d2f115bb67bd6c978cf2b1fcd47301,1c5a79f04ff0ef59bc5bf5beaac7dad1c69f410bf9a2994ab65744832e42d9fb,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,29eed35c838bc2686cea45def0057eeed2d2f115bb67bd6c978cf2b1fcd47301,066961b09549623c3827d6588737688b674295e60ddd5ecfce37e3dc44c69d71,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,7dbfc9f0fac4efff1eecb9b987cd3824395d0bfcc22da27732595da829d4275d,a4afef3b1f05418e8e0e4ded79b236c0c8832ca188477d68abfac1f11b8bca6c,3,2,True,1,1,0,1,3,3,1,3,3,2,1,1,False,True,True,True,True
extension,random-acts-of-pizza,29eed35c838bc2686cea45def0057eeed2d2f115bb67bd6c978cf2b1fcd47301,40720dfaf5b42a7744ae7632dab7312553bce011fd9503038fae6b4199fa5bc8,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,b9529c64e5933e67d9ab5586db5621a76b2556ccf3cf07c92508bd1fe9fe66c7,36c5b8b6f8ea75deb095409cd61d0b22a4b86f0745cedb45b72801fc611cf1aa,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,29eed35c838bc2686cea45def0057eeed2d2f115bb67bd6c978cf2b1fcd47301,2db93b85c8ed1f6873a2c7a7cdff3dc25fb6b50056999e0c4ba9763f0514d8d1,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,29eed35c838bc2686cea45def0057eeed2d2f115bb67bd6c978cf2b1fcd47301,9cb87bbb7bc552e66cd1012e21f0f5ae0ba5810c0d0c3d4971b7831f6684e0c2,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,29eed35c838bc2686cea45def0057eeed2d2f115bb67bd6c978cf2b1fcd47301,ca0439746d80876791db50cb068e3784da67c26d2ec8782d583096b34069a760,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,b9529c64e5933e67d9ab5586db5621a76b2556ccf3cf07c92508bd1fe9fe66c7,8d49a58a5b87047c032c776b7e265aefe0c3404d134c6b2cab4262a341d43317,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,b9529c64e5933e67d9ab5586db5621a76b2556ccf3cf07c92508bd1fe9fe66c7,695e8dba7cc40eb6433c2a120c9e89c43da3d09d5eca6d812cd3047fe3ab494e,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,b9529c64e5933e67d9ab5586db5621a76b2556ccf3cf07c92508bd1fe9fe66c7,8275acfb71e399355b6db72e28795ccc90ee5ba5a6edf30d51d91d8edf2caa20,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,29eed35c838bc2686cea45def0057eeed2d2f115bb67bd6c978cf2b1fcd47301,836f39937168ab3715205030d584195074ae8c059a21f84c4bce4108d1613f8c,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,b9529c64e5933e67d9ab5586db5621a76b2556ccf3cf07c92508bd1fe9fe66c7,2cef7e5dd94eac503128e4ee4c923ebc64be134738046d88e78570db7a3a6f80,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,b9529c64e5933e67d9ab5586db5621a76b2556ccf3cf07c92508bd1fe9fe66c7,514ace6b807b1ba62299e089d035c34e1675ae713fdc7598dc73cdb0588fe6e2,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,b9529c64e5933e67d9ab5586db5621a76b2556ccf3cf07c92508bd1fe9fe66c7,4d5eae71a55afcf8fd4ca915b8b30460324719dbddade2169eaad28bb308a931,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,29eed35c838bc2686cea45def0057eeed2d2f115bb67bd6c978cf2b1fcd47301,68607a7d3f27148c612859725ab895e71847c11c302db5b7e8684f2f065b816d,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,29eed35c838bc2686cea45def0057eeed2d2f115bb67bd6c978cf2b1fcd47301,25d71fa031302943af90965b0c982353c40967abf07d9bcccac4ee4b5bea467e,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,b9529c64e5933e67d9ab5586db5621a76b2556ccf3cf07c92508bd1fe9fe66c7,1f9a0e27d43c40304fc3f5e9cefa2e5c6a49203f85957073310358322ec82ed7,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,b9529c64e5933e67d9ab5586db5621a76b2556ccf3cf07c92508bd1fe9fe66c7,648754d7d5aa9ff171272ca2489fdf73c3006ac677c9c731dfa04afaf074591e,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,b9529c64e5933e67d9ab5586db5621a76b2556ccf3cf07c92508bd1fe9fe66c7,1fba9605db1ca6dd51296c439b5674f8e0ed092e643da5339cbf9564ca5da302,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,b9529c64e5933e67d9ab5586db5621a76b2556ccf3cf07c92508bd1fe9fe66c7,a96a9d938b71ffacbe5f98317599600942eae0eefd2b085968a3dd60561f695f,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,b9529c64e5933e67d9ab5586db5621a76b2556ccf3cf07c92508bd1fe9fe66c7,dd4e57af750a57dbbe563b12accd9c90ac4d1a406db13b4aeaf38f59b776451f,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,b9529c64e5933e67d9ab5586db5621a76b2556ccf3cf07c92508bd1fe9fe66c7,abfcd7d881b45525402ca84bde8b1e25ebf81b4c60b5545fddeccb7a9df98976,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,b9529c64e5933e67d9ab5586db5621a76b2556ccf3cf07c92508bd1fe9fe66c7,4884bd103cb2a2f34882d4a2a7af206cfeb0dd723435aa4dfcb5676ae81b553e,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,b9529c64e5933e67d9ab5586db5621a76b2556ccf3cf07c92508bd1fe9fe66c7,5e6f600fa68891e5e7d62a2a2d7308d50dabf1f3d518e30f30689f3a5d572edf,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,b9529c64e5933e67d9ab5586db5621a76b2556ccf3cf07c92508bd1fe9fe66c7,649f5bea0121bad9828c763ab38e8bc7ebf3163723a785b597ddf4e931dd0d85,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,b9529c64e5933e67d9ab5586db5621a76b2556ccf3cf07c92508bd1fe9fe66c7,1eb242df0ebf52255ab0acaf86436eaa458527a3aae3ee4111aeea7c7e8a4b53,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,b9529c64e5933e67d9ab5586db5621a76b2556ccf3cf07c92508bd1fe9fe66c7,4f1aada233ee6c86790930384bc45f6fe459dbe4ad1837d42953af22632386c2,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
extension,random-acts-of-pizza,b9529c64e5933e67d9ab5586db5621a76b2556ccf3cf07c92508bd1fe9fe66c7,102450596014a2b7c3ec7f8eda90e832cc1d3ffd21e32e70733f35f1a9ea43fa,2,2,True,0,0,0,1,1,1,1,1,1,1,1,1,True,True,True,False,False
